ServiceID,PartName,ServiceType,MileageAtReplacement,WasBroken,Severity
966,"Wiper Blades","Minor Service",15885,"Yes",3
967,"Engine Air Filter","Minor Service",23435,"No",1
968,"Wiper Blades","Minor Service",12254,"Yes",3
969,"Wiper Blades","Minor Service",11687,"No",1
970,"Engine Oil & Filter","Minor Service",10326,"No",2
971,"Brake Pads & Discs","Minor Service",35550,"Yes",5
972,"Brake Pads & Discs","Minor Service",33416,"No",2
973,"Engine Air Filter","Minor Service",19180,"Yes",5
974,"Engine Oil & Filter","Minor Service",10001,"No",1
975,"Cabin Air Filter","Minor Service",17969,"No",2
976,"Engine Air Filter","Minor Service",24705,"Yes",3
977,"Engine Oil & Filter","Minor Service",9109,"Yes",4
978,"Spark Plugs","Major Service",47773,"No",1
979,"Brake Pads & Discs","Minor Service",25261,"Yes",4
980,"Brake Pads & Discs","Minor Service",40735,"No",1
981,"Engine Air Filter","Minor Service",20550,"No",1
982,"Engine Air Filter","Minor Service",20253,"No",2
983,"Transmission Fluid","Major Service",87009,"No",2
984,"Wiper Blades","Minor Service",18904,"No",1
985,"Coolant Flush","Major Service",106197,"Yes",3
986,"Brake Pads & Discs","Minor Service",33885,"No",2
987,"Engine Oil & Filter","Minor Service",7835,"No",2
988,"Engine Air Filter","Minor Service",19887,"No",1
989,"Brake Pads & Discs","Minor Service",27230,"Yes",4
990,"Engine Oil & Filter","Minor Service",8385,"No",2
991,"Wiper Blades","Minor Service",13415,"Yes",5
992,"Engine Oil & Filter","Minor Service",7970,"No",2
993,"Cabin Air Filter","Minor Service",17356,"No",1
994,"Cabin Air Filter","Minor Service",21853,"Yes",3
995,"Cabin Air Filter","Minor Service",19251,"No",2
996,"Wiper Blades","Minor Service",14168,"No",1
997,"Alternator","Diagnostic",115347,"Yes",3
998,"Spark Plugs","Major Service",60444,"No",2
999,"Engine Air Filter","Minor Service",21575,"No",2
1000,"Engine Oil & Filter","Minor Service",8608,"No",1
1001,"Cabin Air Filter","Minor Service",21785,"No",2
1002,"Cabin Air Filter","Minor Service",25292,"No",1
1003,"Engine Air Filter","Minor Service",20457,"No",2
1004,"Wiper Blades","Minor Service",18833,"No",2
1005,"Engine Oil & Filter","Minor Service",7607,"No",1
1006,"Brake Pads & Discs","Minor Service",29930,"No",1
1007,"Engine Air Filter","Minor Service",14132,"No",1
1008,"Engine Air Filter","Minor Service",22029,"No",1
1009,"Engine Air Filter","Minor Service",21271,"Yes",4
1010,"Engine Air Filter","Minor Service",17941,"No",1
1011,"Coolant Flush","Major Service",112795,"No",2
1012,"Engine Oil & Filter","Minor Service",8843,"No",1
1013,"Cabin Air Filter","Minor Service",18378,"No",2
1014,"Brake Pads & Discs","Minor Service",41271,"Yes",5
1015,"Wiper Blades","Minor Service",17152,"Yes",3
1016,"Alternator","Diagnostic",137798,"Yes",3
1017,"Engine Air Filter","Minor Service",22826,"Yes",4
1018,"Engine Air Filter","Minor Service",26995,"No",2
1019,"Transmission Fluid","Major Service",72351,"No",2
1020,"Brake Pads & Discs","Minor Service",42893,"Yes",5
1021,"Brake Pads & Discs","Minor Service",36447,"Yes",3
1022,"Thermostat","Diagnostic",111925,"Yes",4
1023,"Drive/Serpentine Belt","Major Service",80993,"No",1
1024,"Brake Pads & Discs","Minor Service",35086,"No",2
1025,"Wiper Blades","Minor Service",14366,"No",1
1026,"Cabin Air Filter","Minor Service",21778,"No",2
1027,"Brake Pads & Discs","Minor Service",42352,"No",1
1028,"Shocks & Struts","Major Service",105488,"Yes",5
1029,"Cabin Air Filter","Minor Service",28299,"No",2
1030,"Brake Pads & Discs","Minor Service",31347,"Yes",4
1031,"Engine Oil & Filter","Minor Service",10228,"No",1
1032,"Engine Oil & Filter","Minor Service",5594,"Yes",5
1033,"Brake Pads & Discs","Minor Service",36873,"No",2
1034,"Cabin Air Filter","Minor Service",19589,"No",1
1035,"Cabin Air Filter","Minor Service",20257,"Yes",4
1036,"Wiper Blades","Minor Service",19110,"Yes",3
1037,"Engine Oil & Filter","Minor Service",13018,"No",2
1038,"Engine Air Filter","Minor Service",17791,"No",2
1039,"Shocks & Struts","Major Service",96060,"Yes",3
1040,"Wiper Blades","Minor Service",17416,"Yes",4
1041,"Wiper Blades","Minor Service",21625,"Yes",5
1042,"Cabin Air Filter","Minor Service",21129,"Yes",4
1043,"Engine Air Filter","Minor Service",16510,"No",2
1044,"Engine Air Filter","Minor Service",17375,"No",1
1045,"Brake Pads & Discs","Minor Service",31129,"Yes",3
1046,"Spark Plugs","Major Service",52983,"No",2
1047,"Cabin Air Filter","Minor Service",20764,"Yes",4
1048,"Cabin Air Filter","Minor Service",15771,"No",2
1049,"Engine Oil & Filter","Minor Service",8929,"No",1
1050,"Shocks & Struts","Major Service",84090,"No",2
1051,"Brake Pads & Discs","Minor Service",24331,"No",1
1052,"Brake Pads & Discs","Minor Service",45243,"Yes",5
1053,"Coolant Flush","Major Service",116196,"No",1
1054,"Wiper Blades","Minor Service",11845,"No",1
1055,"Spark Plugs","Major Service",63244,"No",2
1056,"Fuel Pump","Diagnostic",130081,"Yes",4
1057,"Engine Oil & Filter","Minor Service",8472,"No",2
1058,"Spark Plugs","Major Service",76076,"No",1
1059,"Oxygen (O2) Sensor","Diagnostic",156443,"Yes",5
1060,"Wiper Blades","Minor Service",12484,"No",1
1061,"Drive/Serpentine Belt","Major Service",72639,"Yes",5
1062,"Engine Oil & Filter","Minor Service",10009,"No",2
1063,"Cabin Air Filter","Minor Service",22720,"No",1
1064,"Wiper Blades","Minor Service",15007,"No",1
1065,"Spark Plugs","Major Service",60861,"No",2
1066,"Engine Oil & Filter","Minor Service",14603,"No",2
1067,"Coolant Flush","Major Service",112138,"No",1
1068,"Engine Oil & Filter","Minor Service",9045,"No",2
1069,"Wiper Blades","Minor Service",13453,"No",1
1070,"Brake Pads & Discs","Minor Service",33676,"Yes",3
1071,"Engine Oil & Filter","Minor Service",11965,"No",1
1072,"Engine Oil & Filter","Minor Service",10838,"No",1
1073,"Drive/Serpentine Belt","Major Service",52084,"Yes",4
1074,"Spark Plugs","Major Service",58935,"No",1
1075,"Cabin Air Filter","Minor Service",16669,"No",1
1076,"Brake Pads & Discs","Minor Service",31518,"No",2
1077,"Cabin Air Filter","Minor Service",22060,"No",1
1078,"Engine Air Filter","Minor Service",19928,"Yes",3
1079,"Engine Oil & Filter","Minor Service",10842,"No",2
1080,"Spark Plugs","Major Service",46162,"No",2
1081,"Mass Airflow Sensor","Diagnostic",114291,"Yes",4
1082,"Engine Oil & Filter","Minor Service",9814,"No",2
1083,"Wiper Blades","Minor Service",13760,"No",1
1084,"Cabin Air Filter","Minor Service",15508,"Yes",5
1085,"Engine Air Filter","Minor Service",19828,"No",2
1086,"Brake Pads & Discs","Minor Service",49714,"Yes",4
1087,"Engine Oil & Filter","Minor Service",6211,"Yes",5
1088,"Engine Oil & Filter","Minor Service",10886,"No",2
1089,"Brake Pads & Discs","Minor Service",40229,"Yes",4
1090,"Oxygen (O2) Sensor","Diagnostic",158264,"Yes",3
1091,"Wiper Blades","Minor Service",18648,"No",1
1092,"Drive/Serpentine Belt","Major Service",70593,"Yes",3
1093,"Engine Oil & Filter","Minor Service",13579,"No",1
1094,"Brake Pads & Discs","Minor Service",32998,"No",2
1095,"Shocks & Struts","Major Service",86981,"No",2
1096,"Shocks & Struts","Major Service",98177,"Yes",4
1097,"Engine Oil & Filter","Minor Service",5545,"No",2
1098,"Engine Air Filter","Minor Service",22907,"Yes",3
1099,"Cabin Air Filter","Minor Service",18980,"Yes",5
1100,"Drive/Serpentine Belt","Major Service",73410,"Yes",3
1101,"Coolant Flush","Major Service",81683,"No",2
1102,"Spark Plugs","Major Service",59652,"Yes",3
1103,"Shocks & Struts","Major Service",110632,"Yes",3
1104,"Cabin Air Filter","Minor Service",21184,"Yes",4
1105,"Engine Oil & Filter","Minor Service",10454,"No",1
1106,"Engine Oil & Filter","Minor Service",5150,"No",2
1107,"Coolant Flush","Major Service",96558,"No",2
1108,"Transmission Fluid","Major Service",85713,"Yes",4
1109,"Cabin Air Filter","Minor Service",15966,"No",2
1110,"Shocks & Struts","Major Service",75730,"Yes",4
1111,"Engine Oil & Filter","Minor Service",9787,"No",1
1112,"Brake Pads & Discs","Minor Service",29291,"No",1
1113,"Drive/Serpentine Belt","Major Service",76633,"Yes",5
1114,"Engine Air Filter","Minor Service",22472,"No",2
1115,"Wiper Blades","Minor Service",13543,"No",2
1116,"Cabin Air Filter","Minor Service",22492,"No",2
1117,"Brake Pads & Discs","Minor Service",37905,"Yes",4
1118,"Mass Airflow Sensor","Diagnostic",136320,"Yes",3
1119,"Engine Oil & Filter","Minor Service",9565,"No",2
1120,"Engine Air Filter","Minor Service",18834,"No",1
1121,"Cabin Air Filter","Minor Service",25805,"Yes",3
1122,"Oxygen (O2) Sensor","Diagnostic",121572,"Yes",3
1123,"Cabin Air Filter","Minor Service",18926,"No",1
1124,"Engine Oil & Filter","Minor Service",14166,"Yes",5
1125,"Engine Air Filter","Minor Service",20664,"Yes",3
1126,"Alternator","Diagnostic",154091,"Yes",5
1127,"Transmission Fluid","Major Service",109722,"No",2
1128,"Drive/Serpentine Belt","Major Service",55429,"Yes",4
1129,"Cabin Air Filter","Minor Service",22556,"Yes",3
1130,"Wiper Blades","Minor Service",13131,"No",1
1131,"Brake Pads & Discs","Minor Service",35019,"Yes",5
1132,"Spark Plugs","Major Service",51334,"Yes",4
1133,"Shocks & Struts","Major Service",109591,"Yes",4
1134,"Engine Oil & Filter","Minor Service",7028,"No",1
1135,"Drive/Serpentine Belt","Major Service",61193,"No",1
1136,"Wiper Blades","Minor Service",20921,"Yes",4
1137,"Spark Plugs","Major Service",70405,"Yes",3
1138,"Engine Air Filter","Minor Service",15478,"No",1
1139,"Engine Oil & Filter","Minor Service",11042,"No",1
1140,"Shocks & Struts","Major Service",109802,"Yes",3
1141,"Engine Oil & Filter","Minor Service",9108,"No",1
1142,"Spark Plugs","Major Service",54984,"Yes",3
1143,"Cabin Air Filter","Minor Service",21910,"Yes",4
1144,"Spark Plugs","Major Service",56500,"No",1
1145,"Engine Oil & Filter","Minor Service",16373,"No",2
1146,"Drive/Serpentine Belt","Major Service",45677,"Yes",3
1147,"Thermostat","Diagnostic",82136,"Yes",5
1148,"Brake Pads & Discs","Minor Service",35330,"No",2
1149,"Engine Air Filter","Minor Service",17609,"No",2
1150,"Transmission Fluid","Major Service",83802,"Yes",5
1151,"Wiper Blades","Minor Service",18570,"Yes",3
1152,"Cabin Air Filter","Minor Service",21593,"No",1
1153,"Engine Oil & Filter","Minor Service",11100,"No",1
1154,"Engine Oil & Filter","Minor Service",11909,"Yes",3
1155,"Engine Oil & Filter","Minor Service",9483,"No",1
1156,"Wiper Blades","Minor Service",9511,"No",2
1157,"Engine Oil & Filter","Minor Service",12470,"No",1
1158,"Transmission Fluid","Major Service",68094,"No",1
1159,"Cabin Air Filter","Minor Service",17078,"No",1
1160,"Transmission Fluid","Major Service",77447,"No",2
1161,"Thermostat","Diagnostic",72074,"Yes",4
1162,"Thermostat","Diagnostic",114719,"Yes",3
1163,"Shocks & Struts","Major Service",107576,"Yes",4
1164,"Cabin Air Filter","Minor Service",21337,"No",1
1165,"Wiper Blades","Minor Service",17042,"Yes",3
1166,"Brake Pads & Discs","Minor Service",41897,"No",1
1167,"Spark Plugs","Major Service",50938,"No",2
1168,"Brake Pads & Discs","Minor Service",29425,"Yes",5
1169,"Drive/Serpentine Belt","Major Service",63045,"Yes",4
1170,"Engine Oil & Filter","Minor Service",10657,"Yes",4
1171,"Brake Pads & Discs","Minor Service",36046,"No",2
1172,"Drive/Serpentine Belt","Major Service",91613,"Yes",5
1173,"Shocks & Struts","Major Service",92987,"Yes",5
1174,"Mass Airflow Sensor","Diagnostic",123213,"Yes",3
1175,"Transmission Fluid","Major Service",61531,"No",1
1176,"Brake Pads & Discs","Minor Service",30239,"No",1
1177,"Wiper Blades","Minor Service",18992,"No",1
1178,"Wiper Blades","Minor Service",11997,"No",2
1179,"Engine Oil & Filter","Minor Service",7553,"No",1
1180,"Brake Pads & Discs","Minor Service",37764,"Yes",5
1181,"Wiper Blades","Minor Service",11580,"No",2
1182,"Brake Pads & Discs","Minor Service",37908,"Yes",4
1183,"Engine Oil & Filter","Minor Service",10322,"No",2
1184,"Engine Oil & Filter","Minor Service",8366,"No",1
1185,"Spark Plugs","Major Service",52217,"Yes",5
1186,"Thermostat","Diagnostic",110349,"Yes",4
1187,"Engine Oil & Filter","Minor Service",11455,"No",1
1188,"Engine Air Filter","Minor Service",19732,"Yes",3
1189,"Spark Plugs","Major Service",66024,"Yes",4
1190,"Wiper Blades","Minor Service",17381,"Yes",4
1191,"Shocks & Struts","Major Service",89553,"Yes",5
1192,"Wiper Blades","Minor Service",10960,"No",2
1193,"Wiper Blades","Minor Service",15373,"No",2
1194,"Brake Pads & Discs","Minor Service",31858,"No",1
1195,"Engine Air Filter","Minor Service",14909,"No",2
1196,"Cabin Air Filter","Minor Service",18415,"No",2
1197,"Transmission Fluid","Major Service",80051,"No",2
1198,"Wiper Blades","Minor Service",14045,"No",1
1199,"Spark Plugs","Major Service",44917,"No",1
1200,"Wiper Blades","Minor Service",13593,"No",2
1201,"Engine Oil & Filter","Minor Service",9811,"Yes",3
1202,"Cabin Air Filter","Minor Service",13000,"No",2
1203,"Brake Pads & Discs","Minor Service",36187,"Yes",5
1204,"Shocks & Struts","Major Service",66898,"Yes",3
1205,"Engine Oil & Filter","Minor Service",10402,"No",2
1206,"Wiper Blades","Minor Service",19169,"No",1
1207,"Engine Air Filter","Minor Service",17421,"Yes",4
1208,"Shocks & Struts","Major Service",81813,"Yes",5
1209,"Engine Oil & Filter","Minor Service",12881,"No",2
1210,"Wiper Blades","Minor Service",15990,"No",1
1211,"Spark Plugs","Major Service",71359,"Yes",4
1212,"Engine Oil & Filter","Minor Service",9718,"No",2
1213,"Engine Oil & Filter","Minor Service",10084,"No",2
1214,"Brake Pads & Discs","Minor Service",33979,"No",1
1215,"Engine Air Filter","Minor Service",20418,"No",2
1216,"Cabin Air Filter","Minor Service",18940,"No",2
1217,"Wiper Blades","Minor Service",7889,"No",2
1218,"Engine Oil & Filter","Minor Service",11226,"No",2
1219,"Engine Air Filter","Minor Service",18210,"No",2
1220,"Transmission Fluid","Major Service",81002,"No",2
1221,"Wiper Blades","Minor Service",9803,"No",2
1222,"Engine Air Filter","Minor Service",17427,"No",2
1223,"Engine Air Filter","Minor Service",19767,"No",1
1224,"Cabin Air Filter","Minor Service",17556,"No",1
1225,"Mass Airflow Sensor","Diagnostic",90607,"Yes",3
1226,"Engine Oil & Filter","Minor Service",6481,"No",1
1227,"Cabin Air Filter","Minor Service",25117,"Yes",5
1228,"Brake Pads & Discs","Minor Service",31251,"No",1
1229,"Engine Oil & Filter","Minor Service",8264,"No",1
1230,"Engine Air Filter","Minor Service",22255,"No",2
1231,"Wiper Blades","Minor Service",9641,"No",1
1232,"Engine Air Filter","Minor Service",19840,"No",1
1233,"Wiper Blades","Minor Service",17269,"Yes",5
1234,"Engine Oil & Filter","Minor Service",11424,"Yes",5
1235,"Cabin Air Filter","Minor Service",20683,"No",1
1236,"Engine Air Filter","Minor Service",17722,"No",2
1237,"Engine Air Filter","Minor Service",25267,"No",1
1238,"Brake Pads & Discs","Minor Service",30003,"No",1
1239,"Cabin Air Filter","Minor Service",21213,"No",2
1240,"Alternator","Diagnostic",103638,"Yes",4
1241,"Brake Pads & Discs","Minor Service",33825,"No",1
1242,"Wiper Blades","Minor Service",15721,"Yes",4
1243,"Cabin Air Filter","Minor Service",15024,"No",2
1244,"Coolant Flush","Major Service",63741,"No",2
1245,"Cabin Air Filter","Minor Service",17951,"No",1
1246,"Engine Oil & Filter","Minor Service",8224,"No",2
1247,"Cabin Air Filter","Minor Service",22284,"Yes",5
1248,"Shocks & Struts","Major Service",83521,"Yes",5
1249,"Wiper Blades","Minor Service",13635,"Yes",4
1250,"Engine Oil & Filter","Minor Service",11578,"Yes",5
1251,"Oxygen (O2) Sensor","Diagnostic",107282,"Yes",3
1252,"Engine Air Filter","Minor Service",15787,"No",1
1253,"Cabin Air Filter","Minor Service",19976,"No",2
1254,"Engine Air Filter","Minor Service",20404,"No",1
1255,"Engine Air Filter","Minor Service",24882,"Yes",5
1256,"Shocks & Struts","Major Service",74253,"Yes",5
1257,"Spark Plugs","Major Service",63776,"No",1
1258,"Drive/Serpentine Belt","Major Service",76230,"No",1
1259,"Cabin Air Filter","Minor Service",23875,"No",1
1260,"Brake Pads & Discs","Minor Service",33936,"No",2
1261,"Wiper Blades","Minor Service",16574,"No",2
1262,"Engine Oil & Filter","Minor Service",10363,"No",1
1263,"Cabin Air Filter","Minor Service",17410,"No",2
1264,"Engine Air Filter","Minor Service",20912,"Yes",4
1265,"Brake Pads & Discs","Minor Service",37524,"Yes",5
1266,"Cabin Air Filter","Minor Service",17846,"No",1
1267,"Thermostat","Diagnostic",108887,"Yes",5
1268,"Wiper Blades","Minor Service",8172,"Yes",5
1269,"Wiper Blades","Minor Service",14337,"Yes",5
1270,"Spark Plugs","Major Service",68832,"No",1
1271,"Wiper Blades","Minor Service",15484,"No",2
1272,"Cabin Air Filter","Minor Service",16670,"No",2
1273,"Engine Oil & Filter","Minor Service",10454,"No",2
1274,"Wiper Blades","Minor Service",14589,"No",1
1275,"Cabin Air Filter","Minor Service",21437,"No",2
1276,"Engine Oil & Filter","Minor Service",10493,"No",1
1277,"Engine Oil & Filter","Minor Service",9263,"No",1
1278,"Cabin Air Filter","Minor Service",22746,"Yes",3
1279,"Mass Airflow Sensor","Diagnostic",136443,"Yes",4
1280,"Transmission Fluid","Major Service",87939,"Yes",5
1281,"Engine Air Filter","Minor Service",25319,"No",1
1282,"Brake Pads & Discs","Minor Service",29269,"No",1
1283,"Engine Oil & Filter","Minor Service",15020,"No",1
1284,"Engine Oil & Filter","Minor Service",11659,"No",2
1285,"Engine Oil & Filter","Minor Service",12441,"No",1
1286,"Cabin Air Filter","Minor Service",19780,"Yes",5
1287,"Cabin Air Filter","Minor Service",26738,"Yes",5
1288,"Spark Plugs","Major Service",74267,"Yes",4
1289,"Spark Plugs","Major Service",79451,"Yes",5
1290,"Cabin Air Filter","Minor Service",17713,"No",2
1291,"Engine Oil & Filter","Minor Service",5846,"No",2
1292,"Transmission Fluid","Major Service",87329,"No",1
1293,"Engine Air Filter","Minor Service",19691,"No",2
1294,"Engine Air Filter","Minor Service",13792,"No",2
1295,"Engine Oil & Filter","Minor Service",6132,"Yes",3
1296,"Wiper Blades","Minor Service",10472,"No",1
1297,"Drive/Serpentine Belt","Major Service",61481,"Yes",4
1298,"Engine Oil & Filter","Minor Service",10468,"No",2
1299,"Fuel Pump","Diagnostic",158870,"Yes",3
1300,"Cabin Air Filter","Minor Service",20765,"No",2
1301,"Cabin Air Filter","Minor Service",19725,"No",2
1302,"Wiper Blades","Minor Service",17602,"Yes",3
1303,"Engine Air Filter","Minor Service",14794,"No",1
1304,"Cabin Air Filter","Minor Service",22810,"No",1
1305,"Thermostat","Diagnostic",119277,"Yes",4
1306,"Engine Air Filter","Minor Service",17568,"No",2
1307,"Wiper Blades","Minor Service",20207,"Yes",5
1308,"Transmission Fluid","Major Service",88442,"No",2
1309,"Cabin Air Filter","Minor Service",14945,"No",2
1310,"Engine Oil & Filter","Minor Service",9775,"No",2
1311,"Brake Pads & Discs","Minor Service",44945,"No",1
1312,"Spark Plugs","Major Service",67553,"Yes",4
1313,"Cabin Air Filter","Minor Service",22775,"No",2
1314,"Engine Air Filter","Minor Service",20376,"Yes",3
1315,"Engine Oil & Filter","Minor Service",11436,"No",2
1316,"Engine Oil & Filter","Minor Service",9364,"No",1
1317,"Engine Oil & Filter","Minor Service",11055,"No",2
1318,"Engine Oil & Filter","Minor Service",13599,"No",1
1319,"Shocks & Struts","Major Service",92067,"Yes",3
1320,"Engine Air Filter","Minor Service",9993,"No",1
1321,"Engine Air Filter","Minor Service",15725,"No",2
1322,"Engine Oil & Filter","Minor Service",9312,"No",1
1323,"Oxygen (O2) Sensor","Diagnostic",129017,"Yes",5
1324,"Transmission Fluid","Major Service",84878,"Yes",3
1325,"Cabin Air Filter","Minor Service",22230,"Yes",5
1326,"Oxygen (O2) Sensor","Diagnostic",122899,"Yes",4
1327,"Engine Oil & Filter","Minor Service",7415,"Yes",3
1328,"Engine Air Filter","Minor Service",16788,"No",2
1329,"Engine Oil & Filter","Minor Service",9944,"No",2
1330,"Engine Air Filter","Minor Service",15240,"No",2
1331,"Engine Oil & Filter","Minor Service",8706,"No",1
1332,"Wiper Blades","Minor Service",11304,"No",2
1333,"Wiper Blades","Minor Service",17936,"No",1
1334,"Oxygen (O2) Sensor","Diagnostic",129947,"Yes",3
1335,"Brake Pads & Discs","Minor Service",41152,"No",1
1336,"Engine Oil & Filter","Minor Service",12143,"No",2
1337,"Engine Air Filter","Minor Service",24995,"No",1
1338,"Engine Oil & Filter","Minor Service",9181,"No",2
1339,"Brake Pads & Discs","Minor Service",28387,"Yes",5
1340,"Cabin Air Filter","Minor Service",19930,"Yes",4
1341,"Coolant Flush","Major Service",121726,"No",2
1342,"Engine Air Filter","Minor Service",22029,"No",2
1343,"Engine Air Filter","Minor Service",17441,"No",1
1344,"Cabin Air Filter","Minor Service",16935,"No",2
1345,"Wiper Blades","Minor Service",19440,"No",1
1346,"Spark Plugs","Major Service",41805,"Yes",5
1347,"Brake Pads & Discs","Minor Service",30806,"Yes",4
1348,"Wiper Blades","Minor Service",16113,"No",2
1349,"Drive/Serpentine Belt","Major Service",64450,"Yes",3
1350,"Wiper Blades","Minor Service",17547,"No",1
1351,"Wiper Blades","Minor Service",17821,"No",1
1352,"Mass Airflow Sensor","Diagnostic",85700,"Yes",4
1353,"Spark Plugs","Major Service",63321,"No",2
1354,"Coolant Flush","Major Service",81724,"No",2
1355,"Brake Pads & Discs","Minor Service",41119,"No",1
1356,"Engine Oil & Filter","Minor Service",10253,"No",2
1357,"Engine Oil & Filter","Minor Service",10381,"No",1
1358,"Wiper Blades","Minor Service",26473,"Yes",5
1359,"Engine Air Filter","Minor Service",18084,"Yes",3
1360,"Coolant Flush","Major Service",99901,"No",1
1361,"Cabin Air Filter","Minor Service",20517,"Yes",3
1362,"Spark Plugs","Major Service",65786,"Yes",4
1363,"Spark Plugs","Major Service",64203,"Yes",5
1364,"Cabin Air Filter","Minor Service",19399,"No",2
1365,"Cabin Air Filter","Minor Service",18710,"No",1
1366,"Shocks & Struts","Major Service",99381,"Yes",5
1367,"Engine Oil & Filter","Minor Service",11976,"No",2
1368,"Cabin Air Filter","Minor Service",22005,"No",1
1369,"Engine Oil & Filter","Minor Service",6819,"No",1
1370,"Brake Pads & Discs","Minor Service",26153,"No",1
1371,"Transmission Fluid","Major Service",70924,"Yes",3
1372,"Spark Plugs","Major Service",52835,"Yes",5
1373,"Engine Air Filter","Minor Service",15801,"No",2
1374,"Wiper Blades","Minor Service",18805,"No",1
1375,"Engine Oil & Filter","Minor Service",4650,"No",2
1376,"Shocks & Struts","Major Service",97060,"Yes",5
1377,"Engine Air Filter","Minor Service",20348,"No",1
1378,"Alternator","Diagnostic",135186,"Yes",3
1379,"Oxygen (O2) Sensor","Diagnostic",133968,"Yes",4
1380,"Cabin Air Filter","Minor Service",22284,"Yes",3
1381,"Spark Plugs","Major Service",62197,"No",1
1382,"Engine Oil & Filter","Minor Service",9697,"No",2
1383,"Cabin Air Filter","Minor Service",22778,"Yes",5
1384,"Engine Oil & Filter","Minor Service",11260,"No",1
1385,"Alternator","Diagnostic",96378,"Yes",4
1386,"Coolant Flush","Major Service",105598,"No",1
1387,"Drive/Serpentine Belt","Major Service",69627,"Yes",5
1388,"Engine Oil & Filter","Minor Service",9845,"No",1
1389,"Brake Pads & Discs","Minor Service",36123,"Yes",3
1390,"Engine Oil & Filter","Minor Service",6838,"No",1
1391,"Wiper Blades","Minor Service",17916,"No",2
1392,"Engine Oil & Filter","Minor Service",15060,"No",1
1393,"Engine Air Filter","Minor Service",22271,"Yes",4
1394,"Cabin Air Filter","Minor Service",16264,"No",1
1395,"Engine Oil & Filter","Minor Service",9260,"No",2
1396,"Wiper Blades","Minor Service",10722,"Yes",4
1397,"Engine Oil & Filter","Minor Service",4582,"No",2
1398,"Engine Oil & Filter","Minor Service",10106,"No",1
1399,"Engine Air Filter","Minor Service",25605,"No",2
1400,"Engine Air Filter","Minor Service",16780,"No",1
1401,"Engine Air Filter","Minor Service",21118,"No",2
1402,"Engine Air Filter","Minor Service",22185,"No",2
1403,"Drive/Serpentine Belt","Major Service",65759,"Yes",5
1404,"Transmission Fluid","Major Service",103200,"No",2
1405,"Transmission Fluid","Major Service",92679,"No",2
1406,"Cabin Air Filter","Minor Service",21837,"Yes",3
1407,"Engine Air Filter","Minor Service",18447,"No",2
1408,"Thermostat","Diagnostic",93880,"Yes",4
1409,"Wiper Blades","Minor Service",14824,"No",2
1410,"Thermostat","Diagnostic",99963,"Yes",3
1411,"Brake Pads & Discs","Minor Service",42789,"No",2
1412,"Wiper Blades","Minor Service",10091,"No",1
1413,"Brake Pads & Discs","Minor Service",40683,"No",2
1414,"Drive/Serpentine Belt","Major Service",67221,"No",2
1415,"Engine Oil & Filter","Minor Service",7420,"No",1
1416,"Engine Air Filter","Minor Service",25061,"No",1
1417,"Cabin Air Filter","Minor Service",19693,"No",1
1418,"Brake Pads & Discs","Minor Service",31753,"No",2
1419,"Engine Oil & Filter","Minor Service",12038,"No",2
1420,"Wiper Blades","Minor Service",17812,"Yes",3
1421,"Engine Oil & Filter","Minor Service",7102,"Yes",4
1422,"Spark Plugs","Major Service",56563,"No",2
1423,"Brake Pads & Discs","Minor Service",43749,"Yes",5
1424,"Wiper Blades","Minor Service",15130,"Yes",5
1425,"Wiper Blades","Minor Service",10778,"No",2
1426,"Cabin Air Filter","Minor Service",25061,"No",1
1427,"Cabin Air Filter","Minor Service",20537,"No",2
1428,"Engine Air Filter","Minor Service",18522,"No",1
1429,"Brake Pads & Discs","Minor Service",28505,"No",2
1430,"Engine Air Filter","Minor Service",17828,"Yes",3
1431,"Spark Plugs","Major Service",85867,"Yes",3
1432,"Engine Air Filter","Minor Service",18702,"No",2
1433,"Brake Pads & Discs","Minor Service",44664,"Yes",4
1434,"Spark Plugs","Major Service",59183,"Yes",4
1435,"Wiper Blades","Minor Service",20717,"Yes",3
1436,"Engine Air Filter","Minor Service",12199,"No",2
1437,"Wiper Blades","Minor Service",13366,"Yes",3
1438,"Wiper Blades","Minor Service",11088,"No",1
1439,"Brake Pads & Discs","Minor Service",33447,"No",2
1440,"Wiper Blades","Minor Service",15954,"Yes",4
1441,"Wiper Blades","Minor Service",15847,"No",1
1442,"Engine Oil & Filter","Minor Service",7846,"No",2
1443,"Wiper Blades","Minor Service",20785,"Yes",3
1444,"Cabin Air Filter","Minor Service",16497,"No",1
1445,"Transmission Fluid","Major Service",78709,"Yes",3
1446,"Brake Pads & Discs","Minor Service",35660,"No",2
1447,"Brake Pads & Discs","Minor Service",38134,"Yes",3
1448,"Coolant Flush","Major Service",116450,"Yes",4
1449,"Wiper Blades","Minor Service",20686,"No",2
1450,"Engine Oil & Filter","Minor Service",10739,"No",2
1451,"Engine Air Filter","Minor Service",19109,"No",1
1452,"Engine Oil & Filter","Minor Service",10172,"No",1
1453,"Wiper Blades","Minor Service",19469,"Yes",5
1454,"Thermostat","Diagnostic",140639,"Yes",3
1455,"Engine Oil & Filter","Minor Service",7246,"No",2
1456,"Coolant Flush","Major Service",72617,"No",2
1457,"Engine Oil & Filter","Minor Service",11503,"Yes",3
1458,"Engine Oil & Filter","Minor Service",12266,"No",2
1459,"Drive/Serpentine Belt","Major Service",69433,"No",1
